Isim,Soyisim,Yetenekler,Egitim,Deneyim,Email,Telefon,LinkedIn,Github,DogumTarihi,Adres
Ceyhun,İnönü,"SQL, ASP.NET, SQL, ASP.NET, Node.js",Migros Üniversitesi - Oto yedek parçacı (2021-2023),EnerjiSA - Meydancı (2020-2024),aksuvala@lc.com,(098)503 8317,https://linkedin.com/in/ceyhuni̇nönü,https://github.com/ceyhuni̇nönü,2000-07-13,"7573 Ayduru Rapid Apt. 167, Akgündüzside, IA 47360"
Dayar,Mansız,"Python, CSS, ASP.NET, MongoDB, C#",Çorlu Şti. Üniversitesi - İmam (2018-2024),Aksu Akçay Ltd. - Özel şoför (2022-2023),zmanco@yahoo.com,+90(885)104-1142x968,https://linkedin.com/in/dayarmansız,https://github.com/dayarmansız,1987-05-05,"261 Fildan Hills Suite 535, Neribanland, AK 02441"
Hıfzullah,Yüksel,"HTML, Linux, MongoDB, Kubernetes",Sezer Şti. Üniversitesi - İmam (2015-2024),Çorlu Mansız A.Ş. - Başhemşire (2023-2025),nakar@hotmail.com,0702 659 45 55,https://linkedin.com/in/hıfzullahyüksel,https://github.com/hıfzullahyüksel,1996-11-01,"916 Bilgütay Overpass, Gözemfort, NE 01206"
Ganiye,Hançer,"Kubernetes, Docker, Linux, Kubernetes, Kubernetes",Korutürk Şti. Üniversitesi - Köpek eğiticisi (2017-2024),Akgündüz Arslan Şti. - Test pilotu (2021-2024),benekhayrioglu@erdogan.org,197 2 119,https://linkedin.com/in/ganiyehançer,https://github.com/ganiyehançer,2003-09-24,"2613 Zennun Mountains, Piranmouth, MT 15257"
Çetinsu,Bilir,"Linux, ASP.NET, Flutter",Selçuk Ecza Üniversitesi - Guru (2018-2025),Petkim - Sigortacı (2018-2024),soyselcuksezgin@gmail.com,+90(599)345-7128x6975,https://linkedin.com/in/çetinsubilir,https://github.com/çetinsubilir,1984-08-22,"15965 Ülker Coves Apt. 799, Eşimtown, MS 21750"
Velitdin,Seven,"Linux, Kubernetes, Next.js, Flask, MongoDB",Çamurcuoğlu Eraslan Şti. Üniversitesi - Galerici (2018-2023),Akgündüz Akdeniz A.Ş. - Kayıkçı (2020-2024),senerbasriye@migros.com,+90(819)602-4295x9240,https://linkedin.com/in/velitdinseven,https://github.com/velitdinseven,1999-09-29,"94194 Ertaş Shoal, South Annak, MD 43926"
Rayla,Yaman,"Linux, MongoDB, C#, Python, Django",Bilir A.Ş. Üniversitesi - Silahçı (2017-2024),Masomo - Dondurmacı (2022-2025),urfettin24@yahoo.com,+90(162)689-3386x6366,https://linkedin.com/in/raylayaman,https://github.com/raylayaman,1986-02-11,"Unit 2244 Box 8665, DPO AA 07213"
Akçasu,Alemdar,"Kubernetes, Next.js, HTML, Node.js, MongoDB, HTML",Masomo Üniversitesi - Yardımcı hakem (2020-2023),Şafak Şama A.Ş. - Gıda mühendisi (2018-2023),narslan@turk.info,+90(165)559-1607x538,https://linkedin.com/in/akçasualemdar,https://github.com/akçasualemdar,1985-12-09,"04492 Sezer Parkway Apt. 880, Lake Bitülbury, WI 89957"
Ufukay,Tarhan,"Flask, Linux, Next.js",Selçuk Ecza Üniversitesi - Laboratuvar işçisi (2020-2024),Mansız Mansız Ltd. - Sulh hâkimi (2022-2023),yamanbasriye@yaman.com,+90(770)1300604,https://linkedin.com/in/ufukaytarhan,https://github.com/ufukaytarhan,1988-09-16,"0068 Sakarya Pine, Yamanburgh, KY 29252"
Kayıt,Tarhan,"Python, Docker, CSS, React, React",Şener Alemdar A.Ş. Üniversitesi - Kâğıtçı (2015-2024),Mansız Bilge A.Ş. - Vitrinci (2020-2024),rertas@yuksel.com,0341 431 14 05,https://linkedin.com/in/kayıttarhan,https://github.com/kayıttarhan,1999-04-22,"12727 Tüzeer Corner, Port Kırgızborough, ME 54042"
Balca,Yüksel,"CSS, Flask, Kubernetes, MongoDB, Azure",Tevetoğlu Akdeniz Şti. Üniversitesi - Gazete satıcısı (2020-2023),A101 Yeni Mağzacılık - Kapıcı (2022-2024),ferahdiba50@yahoo.com,+90 (847) 8839633,https://linkedin.com/in/balcayüksel,https://github.com/balcayüksel,2004-04-08,"7157 Durdu Mountain, East Abdulsemet, WV 90369"
Adak,Durdu,"React, CSS, JavaScript, Linux, Docker, Python",Yaman A.Ş. Üniversitesi - Sanayici (2021-2023),Kısakürek Ergül Ltd. - Sistem mühendisi (2018-2023),durmustanir@yahoo.com,+90(843)1084096,https://linkedin.com/in/adakdurdu,https://github.com/adakdurdu,1985-11-22,"525 Hanedan Spur Suite 095, East Erkan, LA 13221"
Nabil,Durdu,"Linux, Docker, Flutter, React",Yılmaz Ltd. Üniversitesi - Metin yazarı (2020-2023),Migros - Su tesisatçısı (2023-2024),ksener@hotmail.com,+90(423)890-4191x6939,https://linkedin.com/in/nabildurdu,https://github.com/nabildurdu,1985-09-29,"499 Şensoy Court, Ülkertown, CT 36075"
Atılgan,Demir,"Node.js, JavaScript, Java, SQL",Peak Games Üniversitesi - Kopyalayıcı (2021-2025),Demir Karadeniz Ltd. - Tornacı (2019-2023),bilginadasal@yahoo.com,0301 227 12 48,https://linkedin.com/in/atılgandemir,https://github.com/atılgandemir,1997-02-23,"5116 Erdoğan Highway Suite 464, Çamurcuoğluberg, WY 31989"
Süvari,Bilgin,"Azure, Django, C#, Azure, Azure",Öcalan Aksu Ltd. Üniversitesi - Etnolog (2015-2025),Ertaş Sakarya Ltd. - Peçeteci (2019-2025),ulkerhifzullah@masomo.org,+90 (780) 6453042,https://linkedin.com/in/süvaribilgin,https://github.com/süvaribilgin,1990-04-03,"641 Şükri Curve Suite 964, Satrettintown, NH 61881"
Kılıçbay,İnönü,"Flutter, Docker, C#, SQL, Git, Flask",Tevetoğlu Zengin Ltd. Üniversitesi - Savcı (2016-2023),Limak İnşaat - Barmen (2020-2025),igul@masomo.net,+90 (273) 6497062,https://linkedin.com/in/kılıçbayi̇nönü,https://github.com/kılıçbayi̇nönü,1986-02-11,"Unit 6922 Box 8259, DPO AE 99794"
Adila,Sezgin,"Linux, C#, CSS",EnerjiSA Üniversitesi - Hidrolikçi (2022-2024),Gülen A.Ş. - Modelist (2020-2024),yanki63@akcay.com,339 3 645,https://linkedin.com/in/adilasezgin,https://github.com/adilasezgin,1998-07-01,"PSC 9670, Box 5245, APO AA 60780"
Kenter,Mansız,"Next.js, Linux, ASP.NET, HTML",Şafak A.Ş. Üniversitesi - Üretici (2019-2025),Şener Arsoy Ltd. - Rot balansçı (2023-2023),abiyegulen@enerjisa.com,0472-602 1989,https://linkedin.com/in/kentermansız,https://github.com/kentermansız,1999-06-12,"065 Durdu Locks, Karakucakstad, OK 31622"
Oldağ,Çorlu,"Next.js, HTML, C#, Flask, SQL",Ford Otosan Üniversitesi - Haritacı (2020-2023),Karadeniz İhsanoğlu Ltd. - Saatçi (2022-2023),icimbikezengin@yahoo.com,+90(006)907-5903x762,https://linkedin.com/in/oldağçorlu,https://github.com/oldağçorlu,2001-11-15,"465 Arslan Parkway Apt. 210, Durdutown, MO 90762"
Karaca,Demir,"C#, Kubernetes, ASP.NET, ASP.NET, Linux",Çorlu Demir Ltd. Üniversitesi - Makine zabiti (2019-2024),Petkim - Desinatör (2023-2023),zenginariel@hotmail.com,00731522117,https://linkedin.com/in/karacademir,https://github.com/karacademir,1999-07-12,"219 Yaşar Village Suite 111, Teybethaven, ME 39813"
Halenur,Arsoy,"ASP.NET, Next.js, Flutter, Python, Django, Kubernetes",Mansız Aksu Şti. Üniversitesi - Kasiyer (2019-2023),Arsoy Ltd. - Çikolatacı (2022-2023),gulderaksu@gmail.com,+90(784)6660530,https://linkedin.com/in/halenurarsoy,https://github.com/halenurarsoy,1986-01-21,"65421 Fami Dam Suite 659, West Hanbikenland, ID 71203"
Hürüyet,İnönü,"Java, Flask, Node.js, CSS, Kubernetes",ŞOK Marketler Üniversitesi - Öğretim elemanı (2019-2025),Durdu Yaman Ltd. - Sütanne (2018-2025),bilirmasar@yahoo.com,+90 (042) 3229936,https://linkedin.com/in/hürüyeti̇nönü,https://github.com/hürüyeti̇nönü,1986-06-10,"475 Biltaş Pine, Aydurumouth, AZ 57851"
Ayyaruk,Akça,"Linux, CSS, Flutter, Azure",Sezgin A.Ş. Üniversitesi - Salepçi (2021-2024),Roketsan - Ocakçı (2020-2025),tonguc55@safak.com,+90(273)5649017,https://linkedin.com/in/ayyarukakça,https://github.com/ayyarukakça,1989-12-21,"67672 Ertaş Gateway Apt. 589, Şamatown, KY 83833"
Özkent,Akar,"Django, SQL, SQL, MongoDB",Opet Üniversitesi - Hayvan bakıcısı (2016-2023),Gülen Şti. - Adli tabip (2022-2025),seyfullah60@gmail.com,(607)659 4555,https://linkedin.com/in/özkentakar,https://github.com/özkentakar,1996-03-26,"932 Meyhanim Shore Apt. 699, Hafızashire, AR 32210"
Leyli,Güçlü,"Git, HTML, ASP.NET",Duran Şti. Üniversitesi - Hemşire (2019-2024),Zorlu Kısakürek A.Ş. - Başrahip (2023-2024),akcaykaranbay@selcuk.net,+90 (596) 5469713,https://linkedin.com/in/leyligüçlü,https://github.com/leyligüçlü,1990-01-07,"USS Türk, FPO AA 48228"
Topuz,Güçlü,"Azure, Java, Linux, HTML, HTML",Türk Telekom Üniversitesi - Benzinci (2016-2025),Vestel - Psikolojik danışmanlık ve rehberlik (2023-2024),donerguclu@tevetoglu.info,+90(984)075-0774x7044,https://linkedin.com/in/topuzgüçlü,https://github.com/topuzgüçlü,1987-10-13,"1017 Yılmaz River, Akçaybury, WI 42232"
Tunçkılıç,Bilir,"Git, Azure, Next.js, MongoDB, HTML, Azure",Manço A.Ş. Üniversitesi - Makinist (2016-2025),BİM - Elektrikçi (2020-2023),sezermerzuk@gmail.com,0444-965 9973,https://linkedin.com/in/tunçkılıçbilir,https://github.com/tunçkılıçbilir,1988-03-07,"2930 Çamurcuoğlu Square Apt. 886, Lake Zaliha, IA 48001"
Ensari,Öcalan,"Java, Kubernetes, JavaScript, Python, Azure",Turkcell Üniversitesi - Ornitolog (2017-2023),ŞOK Marketler - Metin yazarı (2020-2023),koruturkatilgan@hotmail.com,0973-253 5172,https://linkedin.com/in/ensariöcalan,https://github.com/ensariöcalan,1999-05-24,"371 Ertaş Freeway, Akarchester, MD 90657"
Kayıt,Sezgin,"Azure, Docker, MongoDB, Git, Flutter",Akça Korutürk A.Ş. Üniversitesi - Başkan (2017-2025),Peak Games - Profesör (2020-2025),atnan41@bilgin.org,0597 739 73 32,https://linkedin.com/in/kayıtsezgin,https://github.com/kayıtsezgin,1987-06-08,"253 Zengin Stream, West Yağın, CO 96925"
Karaca,Aksu,"React, SQL, HTML, Docker",Oyak Renault Üniversitesi - Rektör (2016-2024),BİM - Gümrük müşavir yardımcısı (2019-2025),aylil57@migros.info,+90 (198) 1370891,https://linkedin.com/in/karacaaksu,https://github.com/karacaaksu,1990-09-18,"97247 Güleğen Roads, Port Teknazchester, MT 30875"
Mülâyim,Demir,"Flutter, Flask, Django",EnerjiSA Üniversitesi - Mürebbiye (2015-2025),Hançer Ltd. - Modacı (2018-2025),efirat@ihsanoglu.com,+90(387)9800406,https://linkedin.com/in/mülâyimdemir,https://github.com/mülâyimdemir,1989-11-18,"432 Apaydın Inlet, North Sücaettinberg, NH 09241"
Döner,Mansız,"Docker, Linux, Azure, Java, CSS, C#",Roketsan Üniversitesi - Haritacı (2021-2023),Akça Ülker A.Ş. - Şarap üreticisi (2020-2023),yilmazmucahit@hotmail.com,+90(362)375-5796x301,https://linkedin.com/in/dönermansız,https://github.com/dönermansız,2000-02-05,"9991 Akdeniz Views, Ertaşmouth, NC 36810"
Seyyide,Dumanlı,"Django, Node.js, Flask, Python, Linux",İhsanoğlu Ertaş Ltd. Üniversitesi - Muhasebeci (2022-2024),Peak Games - Makastar (2022-2025),zduran@yahoo.com,(088)369 4217,https://linkedin.com/in/seyyidedumanlı,https://github.com/seyyidedumanlı,1987-06-17,"1455 Bektaşi Turnpike Suite 563, Sühaburgh, SD 55992"
Atnan,Sakarya,"Next.js, Docker, Git, HTML, Java",Turkcell Üniversitesi - Menajer (2019-2024),Hayrioğlu Ltd. - Korgeneral (2021-2023),camurcuogludilsitan@sama.com,+90(823)6492507,https://linkedin.com/in/atnansakarya,https://github.com/atnansakarya,2000-09-11,"1686 Yorulmaz Viaduct, Lake Simber, NC 32234"
Aliihsan,Tevetoğlu,"C#, HTML, Linux, React, C#",Erdoğan Ltd. Üniversitesi - Test pilotu (2017-2025),Kısakürek A.Ş. - Tekniker (2020-2023),gulegen63@gmail.com,+90(335)4804693,https://linkedin.com/in/aliihsantevetoğlu,https://github.com/aliihsantevetoğlu,1986-02-24,"0470 Yaman Islands Suite 080, West Mefharet, CO 47818"
Muktedir,İnönü,"HTML, Node.js, Java",Oyak Renault Üniversitesi - Motor tamircisi (2015-2024),Hayrioğlu Türk Ltd. - Su tesisatçısı (2019-2024),yaltirakcorlu@yahoo.com,02265894365,https://linkedin.com/in/muktediri̇nönü,https://github.com/muktediri̇nönü,1999-05-14,"Unit 6969 Box 3807, DPO AA 41888"
Saçı,Çamurcuoğlu,"Docker, Git, Docker, Kubernetes, Docker",Durmuş Durdu A.Ş. Üniversitesi - Eczacı kalfası (2018-2023),Turkcell - Okutman (2018-2023),fahrullah61@hotmail.com,04325523446,https://linkedin.com/in/saçıçamurcuoğlu,https://github.com/saçıçamurcuoğlu,2000-05-02,"1631 Karadeniz Union, Mansızview, CT 56102"
Aykutalp,Yılmaz,"React, CSS, Git, Flutter, MongoDB, Next.js",Petkim Üniversitesi - Bakkal (2020-2023),Bilgin Şti. - Kahveci (2023-2023),sematinonu@gmail.com,07955286223,https://linkedin.com/in/aykutalpyılmaz,https://github.com/aykutalpyılmaz,1987-06-20,"1795 Akça Rapids, Alsoymouth, HI 79544"
Uluman,Türk,"Java, Flask, Docker",Çorlu A.Ş. Üniversitesi - Ustabaşı (2018-2025),Şafak Şti. - Polis şefi (2020-2023),akcaybenice@durdu.biz,+90(408)246-7963x9729,https://linkedin.com/in/ulumantürk,https://github.com/ulumantürk,1994-04-28,"9329 Aslan Stravenue Apt. 159, South Çakırcafurt, ME 59842"
Şanlı,Akça,"Node.js, Java, Python, Linux",Sezer A.Ş. Üniversitesi - Kontrolör (2015-2025),Yüksel Bilge Ltd. - Forklift operatörü (2020-2024),tarhanselaheddin@kisakurek.biz,0902 491 15 14,https://linkedin.com/in/şanlıakça,https://github.com/şanlıakça,1998-05-13,"16267 Batırhan Walk Apt. 469, Demirelberg, IA 92857"
Okbay,Akar,"Docker, Node.js, Flutter",Akgündüz Demirel Şti. Üniversitesi - Kontrolör (2018-2024),Durmuş Şti. - Yönetici (2022-2025),sunay56@gmail.com,+90(493)931-0820x6139,https://linkedin.com/in/okbayakar,https://github.com/okbayakar,1997-06-15,"57349 Akça Club, South Cangür, WA 08467"
Yazganalp,Arsoy,"JavaScript, Node.js, Azure, Next.js",Arsoy Şti. Üniversitesi - Konsomatris (2018-2025),Çorlu Şti. - Hakem (2023-2023),rbilgin@ergul.com,+90(637)935-5128x012,https://linkedin.com/in/yazganalparsoy,https://github.com/yazganalparsoy,1999-05-15,"147 Mahnaz Pass, West Dölensoy, MO 74395"
Cevheri,Şama,"Azure, Flutter, Node.js",Türk Telekom Üniversitesi - Kâğıtçı (2018-2025),Arslan Şener A.Ş. - Devlet memuru (2021-2025),ngulen@bilge.com,09210651747,https://linkedin.com/in/cevherişama,https://github.com/cevherişama,1997-11-13,"6194 Zorlu Isle Apt. 145, New Temizkal, NM 66013"
Yurtseven,Dumanlı,"Azure, HTML, Flask, C#",Duran Şti. Üniversitesi - Avcı (2016-2023),Gül Soylu A.Ş. - Kaportacı (2020-2023),sezerzeynelabidin@yorulmaz.biz,(151)785 1508,https://linkedin.com/in/yurtsevendumanlı,https://github.com/yurtsevendumanlı,1987-11-25,"PSC 6124, Box 5631, APO AE 16977"
Amre,Durmuş,"Node.js, C#, Azure, C#, Next.js",Akçay Sezer Şti. Üniversitesi - Vali (2020-2024),Aselsan - Seyis (2021-2024),bgulen@hotmail.com,(717)861 7487,https://linkedin.com/in/amredurmuş,https://github.com/amredurmuş,1992-04-26,"913 Cannur Harbors Suite 143, East Sedaton, ND 45726"
Erginel,Yorulmaz,"Django, Java, Node.js, React",Arsoy Korutürk Şti. Üniversitesi - Biletçi (2017-2024),Gülen Türk Ltd. - Gazeteci (2023-2023),wsezgin@zengin.biz,(850)834 4930,https://linkedin.com/in/erginelyorulmaz,https://github.com/erginelyorulmaz,1984-12-15,"9146 Erdoğan Stravenue, South Nevsalefort, NH 81790"
Sebattin,Ülker,"C#, JavaScript, Node.js",Fırat Şti. Üniversitesi - Tesviyeci (2020-2025),Alemdar Sakarya Ltd. - Devlet memuru (2020-2023),cinonu@masomo.com,333 8 529,https://linkedin.com/in/sebattinülker,https://github.com/sebattinülker,1989-08-28,"9826 Şanlı Ports Suite 251, North Görklü, NJ 49520"
Ürfettin,Eraslan,"SQL, Next.js, React",Çetin Şti. Üniversitesi - Terapist (2019-2025),Opet - Peçeteci (2021-2024),tevetoglumusure@safak.net,0945 411 18 73,https://linkedin.com/in/ürfettineraslan,https://github.com/ürfettineraslan,1993-05-30,"4305 Bilge Bridge, Bedimouth, WY 49754"
Tonguç,Yıldırım,"Docker, HTML, Kubernetes, ASP.NET, MongoDB, Flutter",Limak İnşaat Üniversitesi - Müzisyen (2019-2024),Karadeniz Şti. - Lokantacı (2018-2024),durmuserogul@a101.com,(140)676 6448,https://linkedin.com/in/tonguçyıldırım,https://github.com/tonguçyıldırım,1999-05-17,"116 İnönü Green, West Gündüzalpton, LA 73251"
Işıkay,Sakarya,"Flutter, ASP.NET, React, Node.js",Sezer A.Ş. Üniversitesi - Postacı (2016-2025),Ergül Sezer A.Ş. - Kazıcı (2018-2024),tanyuyuksel@ford.com,321 1 792,https://linkedin.com/in/işıkaysakarya,https://github.com/işıkaysakarya,1998-03-13,"729 Bilir Mountain Apt. 024, Evcimenville, HI 13731"
Neşrin,Akdeniz,"Next.js, C#, Azure",Yıldırım A.Ş. Üniversitesi - İstihkâmcı (2016-2023),Eraslan Ltd. - Çevre mühendisi (2020-2025),naziturk@hotmail.com,+90(004)3810093,https://linkedin.com/in/neşrinakdeniz,https://github.com/neşrinakdeniz,2000-04-11,"Unit 9609 Box 3920, DPO AE 12301"
Musaffa,Şensoy,"ASP.NET, Next.js, Flutter, Next.js, Flutter, React",Şama Şti. Üniversitesi - Polis memuru (2015-2024),Tüpraş - Gökbilimci (2023-2024),gcamurcuoglu@hotmail.com,+90 (223) 6788978,https://linkedin.com/in/musaffaşensoy,https://github.com/musaffaşensoy,1992-06-28,"8953 Dumanlı Unions Suite 435, West Günkurt, OR 99761"
Güllühan,Sezgin,"Flask, MongoDB, Azure, Next.js, Next.js",Akçay Zengin Şti. Üniversitesi - Pencereci (2022-2023),Bilgin Dumanlı Şti. - Cerrah (2021-2025),zuheylaergul@hancer.info,0789 992 66 52,https://linkedin.com/in/güllühansezgin,https://github.com/güllühansezgin,1993-05-25,"23543 Ergül Expressway Suite 244, Çamurcuoğluberg, VT 57633"
Cercis,Arslan,"React, Java, Django",Hayrioğlu Seven Şti. Üniversitesi - Kumarbaz (2022-2023),Şensoy Durmuş Şti. - Belediye meclisi üyesi (2018-2023),eraslanoncel@limak.com,(941)014 8627,https://linkedin.com/in/cercisarslan,https://github.com/cercisarslan,1990-05-05,"529 Bilge Rapids Apt. 406, Port Hakikat, CA 62039"
Ertün,Yorulmaz,"JavaScript, Kubernetes, Flask",Bilir Aslan Şti. Üniversitesi - Böcekbilimci (2017-2024),Bilgin Ltd. - Şarküter (2020-2023),tgul@bilge.com,0460 579 26 96,https://linkedin.com/in/ertünyorulmaz,https://github.com/ertünyorulmaz,1997-04-14,"070 Demir Causeway Suite 586, Port Mishatville, NJ 96368"
Fazul,Tarhan,"ASP.NET, HTML, ASP.NET, CSS, Django",Yorulmaz A.Ş. Üniversitesi - Kadın berberi (2016-2025),Alemdar Çamurcuoğlu Şti. - Anahtarcı (2019-2024),cenancamurcuoglu@firat.com,+90(255)970-0402x264,https://linkedin.com/in/fazultarhan,https://github.com/fazultarhan,1997-05-31,"291 Karadeniz Island Suite 165, North Sairemouth, ND 29886"
Sevla,Akgündüz,"SQL, Kubernetes, JavaScript, Linux, Python, Azure",Gül Şti. Üniversitesi - Gazete satıcısı (2020-2024),Aksu Şti. - Kırtasiyeci (2019-2023),narhanimmanco@vestel.org,+90(260)311-1408x8379,https://linkedin.com/in/sevlaakgündüz,https://github.com/sevlaakgündüz,1989-01-27,"65369 Şafak Lock, Port Yertanhaven, NJ 12449"
Monis,Hayrioğlu,"Flask, ASP.NET, Java, Java, React",Seven A.Ş. Üniversitesi - Lokantacı (2018-2023),Arçelik - Fahişe (2019-2024),yakdeniz@yahoo.com,+90(344)083-1715x860,https://linkedin.com/in/monishayrioğlu,https://github.com/monishayrioğlu,1986-04-23,"6442 Soylu Underpass, Lâlechester, ID 86905"
Nabil,Çamurcuoğlu,"Kubernetes, MongoDB, CSS",Peak Games Üniversitesi - Etolojist (2016-2025),Petkim - İşaretçi (2023-2025),uge08@gmail.com,+90(661)6626892,https://linkedin.com/in/nabilçamurcuoğlu,https://github.com/nabilçamurcuoğlu,2000-05-06,"06560 Erdoğan Light, Mümtazeside, MA 74571"
Cevheri,Durdu,"HTML, React, Kubernetes, Azure, CSS, Azure",Masomo Üniversitesi - Emlakçı (2020-2024),Durdu A.Ş. - Mermerci (2020-2024),avuncyilmaz@yahoo.com,01581289740,https://linkedin.com/in/cevheridurdu,https://github.com/cevheridurdu,1996-01-29,"6312 Özdil Station Suite 244, Birgitchester, LA 82232"
Delil,Erdoğan,"Flask, Kubernetes, Next.js, Docker, ASP.NET",Demir Tarhan A.Ş. Üniversitesi - Barmen (2022-2025),Seven Türk Ltd. - Susuz araç yıkama (2019-2025),gunaydinakcay@eraslan.com,0019-287 3756,https://linkedin.com/in/delilerdoğan,https://github.com/delilerdoğan,1985-02-01,"PSC 6633, Box 3019, APO AA 44124"
Cedide,Ergül,"React, Kubernetes, Node.js",Şafak Duran A.Ş. Üniversitesi - Muhtar (2020-2025),Akgündüz A.Ş. - Tesisatçı (2022-2025),corlutacnur@hotmail.com,0582-444 8383,https://linkedin.com/in/cedideergül,https://github.com/cedideergül,1989-08-01,"455 Demir Village Suite 922, Akarhaven, IL 70992"
Akver,Çamurcuoğlu,"Git, Django, Linux, Flutter",Şensoy Şti. Üniversitesi - Çiftlik işletici (2017-2024),A101 Yeni Mağzacılık - Yorumcu (2022-2024),akcayapaydin@yahoo.com,+90(490)350-1584x768,https://linkedin.com/in/akverçamurcuoğlu,https://github.com/akverçamurcuoğlu,1986-09-06,"7963 Bilge Glens, New Aysevimstad, WA 77849"
Bitül,Akdeniz,"Flutter, Linux, Django",Dumanlı Şti. Üniversitesi - Uzay bilimcisi (2020-2024),Seven A.Ş. - Mikrobiyolog (2023-2023),seyhan78@hotmail.com,(716)466 1556,https://linkedin.com/in/bitülakdeniz,https://github.com/bitülakdeniz,2000-07-21,"782 Mahigül Mills, New Kanpulat, ND 66531"
Varlık,Yaman,"HTML, HTML, Git, Flutter, ASP.NET, C#",Demirel Durmuş A.Ş. Üniversitesi - Gitarist (2021-2023),LC Waikiki - Eleştirmen (2019-2024),guclunazende@yahoo.com,+90(092)924-7483x843,https://linkedin.com/in/varlıkyaman,https://github.com/varlıkyaman,1989-01-19,"65745 Emrullah Mountain Suite 362, New Saçıtown, TX 34418"
Nesfe,Manço,"React, Linux, JavaScript, C#, Python",Çorlu Şti. Üniversitesi - Terapist (2019-2025),Akçay Tevetoğlu A.Ş. - Rektör yardımcısı (2021-2024),oocalan@gmail.com,06556923941,https://linkedin.com/in/nesfemanço,https://github.com/nesfemanço,1992-10-29,"38870 Vecide Alley Suite 433, New Kezban, HI 23581"
Şevket,Korutürk,"Azure, Next.js, Flutter, SQL, Linux",Dumanlı Şti. Üniversitesi - Araştırmacı (2018-2024),Sezer A.Ş. - Lostracı (2020-2025),ekisakurek@bim.biz,+90 (492) 7360946,https://linkedin.com/in/şevketkorutürk,https://github.com/şevketkorutürk,2000-04-24,"139 Nevsal Plains, Serolborough, OK 42067"
Nezize,Hayrioğlu,"MongoDB, CSS, Flutter, C#",Türk Hava Yolları Üniversitesi - Maketçi (2016-2025),Akçay Şti. - Müteahhit (2020-2025),nehipdumanli@bilge.com,0254-983 3187,https://linkedin.com/in/nezizehayrioğlu,https://github.com/nezizehayrioğlu,1996-10-02,"0226 Yaman Points, Şensoyfort, NY 16271"
Öncel,Çamurcuoğlu,"Flask, Python, Azure, Django, Flask",Öcalan Şti. Üniversitesi - Gondolcu (2016-2023),Akça A.Ş. - Uzay mühendisi (2021-2023),atnan01@gmail.com,+90(357)485-6726x9880,https://linkedin.com/in/öncelçamurcuoğlu,https://github.com/öncelçamurcuoğlu,1999-01-31,"41286 Fazul Isle, New Tanakhaven, NE 52422"
Lerze,Ergül,"MongoDB, Node.js, Flutter",İhsanoğlu Manço Ltd. Üniversitesi - Kontrolör (2018-2024),Durdu Şti. - Silahçı (2021-2024),evrim63@gmail.com,0119 397 13 61,https://linkedin.com/in/lerzeergül,https://github.com/lerzeergül,1987-05-08,"826 Seven Drive Apt. 290, Tanyolaçshire, KS 64660"
Anargül,Ergül,"C#, Azure, Linux, C#, Linux, React",Öcalan Çorlu A.Ş. Üniversitesi - Fon yöneticisi (2019-2023),Akar Şener A.Ş. - Bakan (2020-2023),evrimaksu@hotmail.com,363 6 007,https://linkedin.com/in/anargülergül,https://github.com/anargülergül,1997-08-05,"185 Cemiyle Forges, Lake Altınbikeville, SD 37806"
Talayer,Demirel,"Python, CSS, Python, MongoDB, CSS, Git",Turkcell Üniversitesi - Saatçi (2015-2023),Yorulmaz Yaman Şti. - Laborant (2019-2023),kinel65@yahoo.com,+90(093)990-2109x6934,https://linkedin.com/in/talayerdemirel,https://github.com/talayerdemirel,1985-12-04,"8488 Hanbiken Mount, West Saryamouth, IA 98903"
Özge,Seven,"Django, Next.js, SQL",BİM Üniversitesi - Sulh hâkimi (2022-2024),Yüksel Ertaş A.Ş. - Arşivci (2022-2023),vaksu@bilgin.com,+90 (291) 1050805,https://linkedin.com/in/özgeseven,https://github.com/özgeseven,1988-08-19,"Unit 8108 Box 6960, DPO AA 78049"
Sıylıhan,Akdeniz,"Kubernetes, ASP.NET, Java",Gülen Ltd. Üniversitesi - Saksofoncu (2016-2025),Yılmaz Soylu Şti. - Savcı (2021-2023),akardilfeza@gmail.com,358 9 896,https://linkedin.com/in/sıylıhanakdeniz,https://github.com/sıylıhanakdeniz,1995-10-25,"928 Şensoy Parkways Suite 896, Gülborough, NV 91589"
Rafia,Bilge,"HTML, Kubernetes, React, HTML",Gül Soylu Şti. Üniversitesi - Binicilik (2015-2024),Migros - Böcekbilimci (2022-2024),safakbilginur@ulker.com,05495429615,https://linkedin.com/in/rafiabilge,https://github.com/rafiabilge,1992-03-06,"930 Fırat Spurs, New Ferahdiba, KS 94362"
İlmafer,Akar,"Kubernetes, Flutter, Azure, Java, Java",Çamurcuoğlu Şti. Üniversitesi - Yüzücü (2022-2023),Yaman Arslan Şti. - Eskici (2019-2025),yorulmazpaye@hotmail.com,(202)852 2685,https://linkedin.com/in/i̇lmaferakar,https://github.com/i̇lmaferakar,2001-12-14,"315 Şensoy Vista, Lake Ümmühan, ND 07071"
Alpcan,Öcalan,"HTML, CSS, Docker, Node.js, Next.js",Arsoy A.Ş. Üniversitesi - Makastar (2021-2023),Mansız Şti. - Çevik Kuvvet (2021-2024),yazgulertas@koruturk.com,+90(257)1938983,https://linkedin.com/in/alpcanöcalan,https://github.com/alpcanöcalan,1999-03-19,"62015 Muvahhide Track Apt. 957, East Rüşen, UT 02796"
